지역,대학명,전형명,학과명,2026등급컷I,2026등급컷II,2026등급컷III,2025등급컷,2025등급컷2,25년합격cutI기준,25년합격CUTII기준,,26년합격cut I기준,26년합격cut II 기준,26년합격cut III기준,,
경북,대구한의대학교,면접전형 ,호텔외식조리베이커리학과,,,,,,,,,,,,,
경북,대구한의대학교,면접전형 ,실내디자인학과,,,,,,,,,,,,,
경북,대구한의대학교,면접전형 ,응급구조학과,,,,,,,,,,,,,
경북,대구한의대학교,면접전형 ,체육학과,,,,5.9,4.8,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,기회균형전형 ,한의예과(자연),,,,1.24,1.17,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,기회균형전형 ,한의예과(인문),,,,1.12,1.08,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,기회균형전형 ,간호학과,,,,3.13,2.91,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,기회균형전형 ,임상병리학과,,,,5.13,4.07,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,기회균형전형 ,화장품학과,,,,,,,,,,,,,
경북,대구한의대학교,기회균형전형 ,헤어메이크업디자인학과,,,,,,,,,,,,,
경북,대구한의대학교,기회균형전형 ,실내디자인학과,,,,,,,,,,,,,
경북,대구한의대학교,지역인재전형 ,한의예과(자연),,,,1.51,1.35,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,한의예과(인문),,,,1.41,1.26,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,간호학과,,,,2.33,2.15,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,물리치료학과,,,,2.8,2.55,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,임상병리학과,,,,3.33,2.97,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,반려동물보건학과,,,,4.3,3.7,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,반려동물산업학과,,,,,,,,,,,,,
경북,대구한의대학교,지역인재전형 ,화장품학과,,,,5,4.8,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,뷰티케어학과,,,,5.9,5.3,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,헤어메이크업디자인학과,,,,6.2,5.5,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,K-뷰티비즈니스학과,,,,5.8,4.7,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,제약공학과,,,,,,,,,,,,,
경북,대구한의대학교,지역인재전형 ,재활치료학부,,,,5.2,4.9,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,보건의료행정학과,,,,6.1,5.9,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,미술심리치료학과,,,,,,,,,,,,,
경북,대구한의대학교,지역인재전형 ,호텔외식조리베이커리학과,,,,6.4,5.8,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,소방안전환경학과,,,,,,,,,,,,,
경북,대구한의대학교,지역인재전형 ,실내디자인학과,,,,5.9,4.8,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,응급구조학과,,,,,,,,,,,,,
경북,대구한의대학교,지역인재전형 ,사회복지학과,,,,,,,,,,,,,
경북,대구한의대학교,지역인재전형 ,상담심리전공,,,,6.1,5,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,경찰행정학과,,,,4.7,4.3,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역기회균형전형 ,한의예과(자연),,,,,,,,,,,,,
경북,대구한의대학교,지역기회균형전형 ,한의예과(인문),,,,,,,,,,,,,
경북,대구한의대학교,지역기회균형전형 ,간호학과,,,,,,,,,,,,,
경북,대구한의대학교,일반전형 ,한의예과(자연),,,,1.92,1.73,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,한의예과(인문),,,,1.64,1.59,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,간호학과,,,,3.6,3.26,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,물리치료학과,,,,3.49,3.35,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,임상병리학과,,,,4.24,3.86,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,반려동물보건학과,,,,5.3,5.2,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,반려동물산업학과,,,,5.6,5.6,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,화장품학과,,,,6,5.7,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,재활치료학부,,,,5.2,4.9,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,보건의료행정학과,,,,5.8,4.8,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,미술심리치료학과,,,,5.9,4.4,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,소방안전환경학과,,,,5.8,4.6,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,응급구조학과,,,,,,,,,,,,,
경북,대구한의대학교,일반전형 ,사회복지학과,,,,6.2,5.9,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,상담심리전공,,,,,,,,,,,,,
경북,대구한의대학교,일반전형 ,경찰행정학과,,,,6.4,5.6,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,중등특수교육과,,,,5.4,4,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,한의예과(자연),,,,1.91,1.74,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,한의예과(인문),,,,1.94,1.67,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,지역인재전형 ,간호학과,,,,3.26,2.85,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,체육학과,,,,,,,,,,,,,
경북,대구한의대학교,특성화고졸업자전형 (외),전체모집단위,,,,5.8,4.5,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,농어촌학생전형 (외),한의예과(자연),,,,1.89,1.6,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,농어촌학생전형 (외),간호학과,,,,3.18,3.01,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,농어촌학생전형 (외),전체모집단위,,,,5,4.2,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,기초생활및차상위전형 (외),한의예과(자연),,,,3.58,2.56,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,기초생활및차상위전형 (외),간호학과,,,,3.95,3.78,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,기초생활및차상위전형 (외),전체모집단위,,,,5.7,4.5,최종등록자70%컷,최종등록자50%컷,,,,,,
경기,대진대학교,실기우수자전형 ,"미술만화게임학부(현대미술,만화게임그래픽)",,,,,,,,,,,,,
경기,대진대학교,실기우수자전형 ,시각디자인학과,,,,,,,,,,,,,
경기,대진대학교,실기우수자전형 ,산업디자인학과,,,,,,,,,,,,,
경기,대진대학교,실기우수자전형 ,영화영상학과,,,,,,,,,,,,,
경기,대진대학교,실기우수자전형 ,연기에술학과,,,,,,,,,,,,,
경기,대진대학교,실기우수자전형 ,실용음악학과,,,,,,,,,,,,,
경기,대진대학교,실기우수자전형 ,스포츠건강과학과,,,,,,,,,,,,,
경기,대진대학교,고른기회전형 ,영어영문학과,3.88,3.99,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,역사문화콘텐츠학과,3.46,3.84,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,문예콘텐츠창작학과,3.44,4.23,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,영화영상학과,2.4,2.4,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,연기예술학과,3.2,3.71,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,글로벌경제학과,3.99,4.27,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,경영학과,3.31,3.39,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,국제통상학과,4.03,4.65,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,국제지역학전공,3.3,3.66,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,중국학전공,3.61,3.96,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,공공인재법학과,3.38,3.64,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,행정정보학과,4.71,5.41,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,사회복지학과,3.55,3.84,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,아동학과,3.48,3.56,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,미디어커뮤니케이션학과,3.25,3.6,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,문헌정보학과,3.13,3.42,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,의생명과학과,3.79,4.15,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,식품영양학과,3.18,3.33,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,보건경영학과,3.46,3.8,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,스마트모빌리티전공,5.47,6.01,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,컴퓨터공학전공,3.32,3.68,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,AI빅데이터전공,4.34,4.34,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,스마트융합보안학과,3.6,3.79,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,"에너지공학부(전기공학,화학공학)",,,,,,,,,,,,,
경기,대진대학교,고른기회전형 ,전기공학과,3.4,3.69,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,화학공학과,,,,,,,,,,,,,
경기,대진대학교,고른기회전형 ,건축공학과,4.12,5.1,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,스마트건설환경공학과,4.81,5.13,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,데이터경영산업공학과,5.13,5.26,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,반도체융합공학과,3.94,4.19,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,IT기계공학과,3.91,4.07,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,공학자율학부,4.37,4.92,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,고른기회전형 ,자율전공학부,3.54,3.95,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,기초생활및차상위전형 (외),사회복지학과,3.59,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,기초생활및차상위전형 (외),아동학과,4.55,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,기초생활및차상위전형 (외),미디어커뮤니케이션학과,2.74,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,기초생활및차상위전형 (외),간호학과,2.55,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,기초생활및차상위전형 (외),스포츠건강과학과,3.47,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,기초생활및차상위전형 (외),식품영양학과,3.45,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,기초생활및차상위전형 (외),컴퓨터공학전공,3.81,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),문예콘텐츠창작학과,3.73,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),시각디자인학과,3.43,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),산업디자인학과,3.14,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),영화영상학과,3.56,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),연기에술학과,3.37,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),경영학과,3.09,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),국제통상학과,4.79,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),중국학전공,4.22,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),행정정보학과,5.12,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),사회복지학과,3.29,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),아동학과,3.94,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),미디어커뮤니케이션학과,3.17,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),문헌정보학과,3.57,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),의생명과학과,2.78,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),간호학과,1.86,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),스포츠건강과학과,3.65,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),식품영양학과,2.96,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),컴퓨터공학전공,3.64,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),AI빅데이터전공,2.86,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),스마트융합보안학과,4.72,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),화학공학과,5.43,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),IT기계공학과,3.62,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),스마트건설환경공학과,4.32,,,,,,,,최종등록자평균,최종등록자90%컷,,,
경기,대진대학교,농어촌학생전형 (외),건축공학과,3.83,,,,,,,,최종등록자평균,최종등록자90%컷,,,
